Sexo;EstadoCivil;FechaNacimiento;Instruccion;CodigoBarrio;NumeroCargas;TipoActividad;NumeroCredito;Monto;NumeroCuotas;ValorCuota;FechaEntrega;Tasa;Calificacion;encaje;tipo;vivienda;totalActivo;totalPasivo;Ingresos;Gastos;MoraCredito
Masculino;Casado;29/1/1989;S;18096102;0;--Seleccione Tipo Empleo--;2641;700;10;70;17/1/2016;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;16/6/1966;P;18096701;0;Independiente;8088;16500;60;439,93;10/12/2021;19.75;Microcrédito;165;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;44500;14219,73;1200;226,47;0
Femenino;Casado;8/5/1992;S;18096204;1;Empleado Privado;5981;7000;38;286,77;17/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;65000;0;1780;520;0
Masculino;Soltero;18/9/1941;P;18010311;0;--Seleccione Tipo Empleo--;3375;600;12;50;16/12/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;1/12/1996;S;18015519;0;Independiente;6444;2000;24;103,81;19/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;10000;7806,88;1038,68;702,54;0
Masculino;Casado;1/2/1960;S;18095006;0;Independiente;3443;1000;6;166,67;20/1/2017;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;42000;1;500;235;0
Femenino;Soltero;12/8/1993;P;18097001;1;Independiente;7282;4000;24;204,17;3/3/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;12500;3333,29;3500;1269,48;0
Masculino;Soltero;8/6/1995;U;18015510;0;Independiente;6501;10500;48;325,43;3/7/2020;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;12400;0;1522;529,74;0
Femenino;Divorciado;15/9/1992;U;18096310;0;Independiente;8018;10000;36;361,78;14/11/2021;17.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3000;7979,03;900;396;0
Femenino;Divorciado;31/3/1963;P;18096804;0;Independiente;6529;3000;1;3055,13;14/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;41800;17621,75;2467,5;2086,17;0
Masculino;Soltero;28/6/1997;S;18096904;1;Empleado Privado;4690;1500;18;83,33;17/7/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;2500;5333;768;332,8;1
Masculino;Casado;20/9/1986;P;18096604;0;Independiente;3434;1000;12;83,33;17/1/2017;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;9100;8000;600;520;0
Femenino;Soltero;15/6/1990;P;18015501;0;Independiente;5243;5000;30;166,67;16/3/2019;21.50;Microcrédito;120;Ordinario Cuota Fija;VIVE CON FAMILIARES;1500;0,01;320;103;1
Masculino;Viudo;22/11/1960;P;18015517;0;--Seleccione Tipo Empleo--;7670;5000;24;254,41;18/6/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Unión Libre;26/9/1992;S;18096802;0;Independiente;4405;2000;18;111,11;3/4/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;42843,61;20612,15;3520;2713,33;0
Femenino;Casado;3/7/1964;N;18096206;0;--Seleccione Tipo Empleo--;2273;500;12;41,67;18/6/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;25/10/1969;P;18096208;0;Independiente;3059;2500;24;104,17;24/7/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;17000;0;598,93;339,65;0
Masculino;Casado;8/11/1953;P;18096801;0;Independiente;6999;3000;24;155,71;20/11/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;91500;13804,27;1440;699,91;0
Femenino;Soltero;7/9/1975;P;18096801;0;Independiente;5350;600;6;100;20/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22750;0,01;700;562,66;0
Femenino;Soltero;8/5/1975;U;18010310;0;Empleado Privado;2204;1000;12;83,33;21/5/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;23000;1000;1180,6;516,12;0
Masculino;Casado;28/12/1990;P;18096803;3;Independiente;4044;500;8;62,5;10/10/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3500;0,01;620;290,42;0
Masculino;Casado;21/7/1981;P;18096706;0;Independiente;4693;1500;18;83,33;19/7/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;57200;20520;1800;1722,4;0
Femenino;Casado;15/10/1977;P;18096504;3;--Seleccione Tipo Empleo--;2615;500;10;50;23/12/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;1/5/1976;S;18015503;0;Independiente;4564;10000;24;416,67;3/6/2018;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;131000;16984,66;4200;2870;0
Femenino;Casado;5/5/1994;S;18096605;2;--Seleccione Tipo Empleo--;4074;5000;30;166,67;7/11/2017;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Unión Libre;24/6/1993;P;18096204;2;Independiente;7165;6000;36;229,13;25/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;23500;0;2000;1494,25;1
Masculino;Soltero;28/6/1997;S;18096904;1;Empleado Privado;6370;2000;24;103,81;27/5/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;2500;5333;768;332,8;1
Femenino;Casado;5/10/1957;P;18096306;4;Independiente;5553;400;6;66,67;23/6/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;37000;14000;850;680;0
Masculino;Casado;22/11/1976;P;18010311;2;--Seleccione Tipo Empleo--;6426;3200;24;163,25;15/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;15/3/1989;P;18096203;0;Empleado Privado;8874;6000;36;255,89;29/7/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6000;0;830;584,72;1
Masculino;Casado;1/12/1987;P;18015507;2;--Seleccione Tipo Empleo--;1308;2000;15;133,33;16/2/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;18/12/1986;U;18095004;0;Independiente;5776;10200;50;324,39;4/9/2019;20.50;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;0;0;1600;1090;1
Femenino;Soltero;10/4/1971;P;18096706;4;Independiente;6522;1500;18;98,63;10/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;25500;2698,41;1026;491,2;0
Masculino;Casado;13/11/1959;P;18096206;0;Independiente;5703;2000;18;129,61;14/8/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;60000;2387;1280;919,2;0
Femenino;Soltero;12/4/1980;P;18096501;0;Independiente;5178;2000;24;83,33;27/2/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27650;19716,33;1700;1098,63;0
Femenino;Soltero;11/9/1993;U;18096302;1;Empleado Privado;8496;700;5;147,28;10/4/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;4000;0;1175;336;0
Femenino;Soltero;11/6/1988;S;22015001;0;--Seleccione Tipo Empleo--;5709;3000;26;160,65;15/8/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Viudo;17/8/1973;P;18095005;0;Independiente;7226;1000;8;137,89;11/2/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;45000;10950,82;1200;707,23;0
Masculino;Soltero;24/5/1982;P;18096310;1;Empleado Privado;7117;600;8;81,33;7/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;4000;0;800;269,74;0
Masculino;Soltero;6/1/1986;S;18015519;0;Independiente;7807;2000;12;185,55;11/8/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;15400;2580;620;325,6;0
Femenino;Casado;17/1/1950;P;18097002;0;Independiente;1468;1000;12;83,33;14/5/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;25582,6;0;2480;1496;1
Femenino;Casado;27/4/1952;P;18096904;0;Independiente;7459;600;12;55,88;15/4/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27450;4828,89;1382;911,53;0
Masculino;Casado;11/9/1986;P;18096604;2;--Seleccione Tipo Empleo--;5033;2000;12;166,67;16/12/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;2/7/1999;S;18095004;1;Independiente;6584;7000;36;262,4;4/8/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;10000;0;530;380;0
Femenino;Unión Libre;1/3/1998;S;18015504;1;--Seleccione Tipo Empleo--;5757;1200;3;400;29/8/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;12/3/1972;P;18096801;1;Empleado Privado;1227;3900;28;139,29;7/1/2014;21.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;278000;11010,57;1800;3726,4;0
Femenino;Casado;6/5/1990;P;18096306;3;Independiente;3426;1000;10;100;15/1/2017;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22500;1008;900;735,38;0
Femenino;Divorciado;20/10/1991;S;18015509;0;Independiente;3540;4000;24;166,67;23/2/2017;21.00;Microcrédito;120;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50000;31734,2;12400;11427,9;0
Femenino;Soltero;23/1/1995;P;18015510;1;--Seleccione Tipo Empleo--;2692;2000;6;333,33;15/2/2016;20.50;Microcrédito;95;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;2/2/1974;P;18096702;0;Independiente;6797;3000;24;148,42;28/9/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;77600;820;1400;1005;0
Masculino;Casado;28/3/1967;P;18096205;0;Independiente;3276;1500;1;1500;8/11/2016;23.00;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;78000;1;2000;1330;0
Femenino;Casado;27/7/1982;P;18015510;1;Independiente;4251;2000;24;83,33;31/1/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;26600;0;4000;3328;0
Masculino;Soltero;15/3/1992;S;18010303;0;Empleado Privado;8054;1200;14;96,99;26/11/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;9100;29,74;600;327,79;0
Masculino;Casado;12/5/1969;P;18095004;0;Independiente;790;3500;20;175;27/1/2013;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;88600;0;1800;1520;0
Masculino;Casado;28/7/1979;P;18015801;0;Independiente;147;2291,67;22;104,17;6/5/2011;22.44;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;54700;1;1032;310,92;0
Masculino;Casado;14/9/1967;P;18096302;1;Independiente;1190;6500;34;191,18;1/12/2013;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;53000;16243,15;1800;686,34;0
Femenino;Divorciado;9/1/1995;P;18096605;0;Independiente;8616;600;6;103,45;18/5/2022;15.56;Consumo;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;1400;0;410;166;0
Femenino;Unión Libre;30/1/1999;P;18095004;2;Independiente;8875;600;12;51,27;29/7/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;11950;2340;580;807,89;0
Femenino;Casado;23/3/1985;P;18096403;1;Independiente;4779;2500;24;104,17;2/9/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;34710;16908,27;974;845,51;1
Masculino;Soltero;10/9/1986;P;18096504;0;Empleado Privado;5701;1600;21;110,33;14/8/2019;0.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;33500;20012,14;1121;497,6;1
Masculino;Casado;1/1/1985;P;18096706;0;Independiente;3406;400;8;50;6/1/2017;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;48200;1420;1660;425;0
Femenino;Soltero;23/6/1999;S;18096311;2;Independiente;6409;5000;33;203,42;12/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PRESTADA;23500;12208,11;1350;968,78;0
Femenino;Unión Libre;6/1/1996;S;18095006;1;Independiente;6039;1000;12;84,91;1/12/2019;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;25000;0;3207,22;251,78;0
Masculino;Soltero;10/3/1980;S;18015501;1;Independiente;2682;8000;36;222,22;7/2/2016;20.50;Microcrédito;380;Ordinario Cuota Fija;VIVE CON FAMILIARES;2;1;2;1;1
Femenino;Casado;30/3/1968;P;18096502;1;Independiente;2645;800;12;66,67;18/1/2016;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;141500;9872,5;5084;3696,88;0
Femenino;Casado;23/8/1990;P;18095105;0;--Seleccione Tipo Empleo--;7121;1500;24;77,7;8/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;2/10/1984;S;18095001;3;Independiente;161;240;4;60;30/4/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;98500;93832;3500;2577,11;0
Masculino;Soltero;10/12/1992;S;18096503;0;Independiente;1068;300;3;100;19/8/2013;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;24/10/1977;P;18010803;0;Independiente;5342;8000;39;321,9;18/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;4;4;10;4;0
Femenino;Casado;10/5/1962;P;18095001;0;Independiente;2422;5000;18;277,78;1/9/2015;20.50;Microcrédito;237,5;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;183000;0;7740;6138,08;0
Masculino;Unión Libre;19/2/1972;P;18070104;0;Independiente;3374;600;12;50;16/12/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;90500;51899,45;2990;2532,8;0
Masculino;Soltero;24/5/1987;P;18095005;0;Independiente;6572;1582,31;12;150,4;30/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;14000;1487;2400;199;1
Masculino;Divorciado;10/8/1988;U;18096804;0;Empleado Publico;5119;10000;24;517,25;30/1/2019;21.00;Microcrédito;375;Ordinario Cuota Fija;ARRENDADA;2500;45000;2302,54;850;0
Femenino;Unión Libre;4/10/1989;P;18095006;1;Empleado Privado;4530;1500;12;125;23/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;29500;22581,34;600;880;0
Femenino;Casado;4/10/1965;P;18095001;0;Independiente;2725;8000;36;222,22;7/3/2016;20.50;Microcrédito;380;Ordinario Cuota Fija;PROPIA HIPOTECADA;2;1;2;1;1
Femenino;Casado;3/9/1967;P;18095003;2;Independiente;6379;6500;36;248,41;1/6/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;103000;1500;900;605;0
Femenino;Casado;24/9/1984;P;18097005;1;--Seleccione Tipo Empleo--;1728;350;8;43,75;15/9/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Divorciado;17/5/1975;S;18010303;0;Independiente;2506;2000;24;83,33;8/10/2015;20.50;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;24000;0,01;3100;2640;1
Femenino;Casado;22/3/1995;P;18096705;0;Independiente;6310;1500;19;77,16;13/3/2020;0.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;7200;3300;704;588,67;0
Masculino;Soltero;15/5/1983;U;18095001;0;--Seleccione Tipo Empleo--;676;9200;36;255,56;25/10/2012;23.00;Microcrédito;644;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;2/1/1984;P;18096310;0;Independiente;6259;7000;44;242,55;23/2/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;20000;0;2500;150;1
Masculino;Casado;23/11/1987;P;18096504;0;Independiente;3347;7000;42;166,67;11/12/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;23500;1;1500;185;0
Femenino;Casado;13/3/1984;P;18096802;2;Independiente;3785;6000;30;200;16/6/2017;21.00;Microcrédito;180;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50200;29112,73;3100;2215,87;0
Masculino;Casado;1/2/1989;P;18015503;0;Independiente;1593;3000;24;125;13/7/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;104700;94875;3800;3100;0
Femenino;Casado;7/3/1955;N;18096803;2;--Seleccione Tipo Empleo--;2222;1500;12;125;1/6/2015;20.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Unión Libre;16/5/1995;S;18096108;1;--Seleccione Tipo Empleo--;2482;1000;12;83,33;24/9/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;21/9/1992;U;18035012;0;Empleado Privado;5325;8000;36;306,24;11/4/2019;21.50;Microcrédito;198;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;19000;13606;2892;1975;0
Femenino;Divorciado;7/10/1984;U;18035022;0;Independiente;9120;6250;24;319,26;3/10/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;40500;11121,92;2500;1428;0
Masculino;Viudo;1/5/1945;G;18095004;0;Independiente;5525;5000;30;166,67;14/6/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;1820;560;0
Femenino;Casado;30/9/1990;P;18096706;1;--Seleccione Tipo Empleo--;2012;400;8;50;25/1/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;8/3/1971;P;18096502;0;Independiente;6746;4000;36;154,77;15/9/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;74500;1000;1200;207;0
Masculino;Casado;11/7/1997;P;18015513;1;--Seleccione Tipo Empleo--;7401;800;12;74,51;1/4/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;24/12/1967;S;18065004;0;Independiente;7585;5000;36;168,53;20/5/2021;17.65;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;58500;47976,47;4600;3975,2;1
Masculino;Casado;17/11/1963;P;18096304;3;--Seleccione Tipo Empleo--;652;300;5;60;8/10/2012;23.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Soltero;19/5/2001;S;18016604;0;Empleado Privado;9188;2100;12;190,16;19/10/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;4000;614,49;750;193,6;0
Femenino;Casado;15/3/1981;P;18096804;2;Independiente;4729;10000;36;380,24;12/8/2018;21.00;Microcrédito;375;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;0;3746;1203,24;0
Femenino;Casado;27/4/1979;P;18010403;3;--Seleccione Tipo Empleo--;1396;600;10;60;1/4/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;9/8/1985;P;18096310;0;--Seleccione Tipo Empleo--;7997;1500;18;96,19;4/11/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;2/8/1980;P;18096801;0;Independiente;9239;600;12;53,64;30/10/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;22500;4125;665;420,38;0
Femenino;Divorciado;9/7/1970;P;18096605;0;Independiente;7146;600;12;56,45;19/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;83500;27573,42;2464;1089,92;0
Masculino;Casado;29/1/1985;P;18096310;2;Empleado Privado;5451;600;12;50;22/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;33000;695,54;600;334,56;0
Femenino;Divorciado;5/1/1989;S;18065002;0;Independiente;6565;700;12;65,53;27/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;23000;800;450;275;0
Masculino;Soltero;27/8/1991;U;18096604;0;Empleado Privado;1255;2500;24;104,17;19/1/2014;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;23000;19432;1580;1367,2;0
Femenino;Casado;25/12/1970;P;18096401;1;Independiente;5358;2000;8;250;23/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;35100;1500;930;805;0
Masculino;Casado;30/10/1962;U;18015508;3;--Seleccione Tipo Empleo--;6001;3500;27;177,56;20/11/2019;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;30/4/1999;S;18096306;2;Empleado Privado;7527;8500;42;283,26;7/5/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;11200;9744,06;810;539,2;0
Femenino;Soltero;5/1/1957;P;18095103;0;Independiente;9527;1000;1;1008,67;3/2/2023;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;17000;0;2306,67;177;0
Masculino;Soltero;10/12/1992;S;18096503;0;Independiente;6181;600;7;120;26/1/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;21/3/1982;P;18095004;0;Independiente;4233;1000;12;83,33;22/1/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;242100;67000;5055;2637,4;0
Femenino;Casado;5/5/1962;N;18096606;0;Independiente;5631;600;7;85,71;19/7/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;64100;2794,22;760,67;514,78;0
Femenino;Divorciado;20/10/1991;S;18015509;0;Independiente;1263;800;12;66,67;21/1/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50000;31734,2;12400;11427,9;0
Femenino;Soltero;18/2/1981;P;18096501;0;--Seleccione Tipo Empleo--;3428;1000;12;83,33;15/1/2017;24.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Unión Libre;26/1/1980;S;18015503;0;Independiente;5654;3500;26;187,42;1/8/2019;0.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;29000;100;1433;753;1
Masculino;Casado;29/1/1984;P;18015501;2;Empleado Privado;2843;2000;24;83,33;28/4/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;8000;0;3000;2678;0
Femenino;Casado;14/1/1979;S;22035401;2;Independiente;2013;2000;24;83,33;25/1/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;418000;211964,12;16780;14218,6;0
Femenino;Viudo;18/9/1950;P;18096802;0;--Seleccione Tipo Empleo--;2243;1200;12;100;8/6/2015;20.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;12/7/1952;P;18096202;2;--Seleccione Tipo Empleo--;1647;1500;18;83,33;12/8/2014;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;19/7/1980;P;18096207;0;--Seleccione Tipo Empleo--;1320;2500;22;113,64;19/2/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;10/9/1986;P;18096504;0;Empleado Privado;3766;3000;24;125;8/6/2017;21.00;Microcrédito;90;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;33500;20012,14;1121;497,6;0
Masculino;Casado;28/12/1963;P;18096310;0;Independiente;9225;700;12;64,79;27/10/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;21800;3669,52;720;510;0
Femenino;Casado;16/1/1955;U;18095006;0;--Seleccione Tipo Empleo--;6644;3000;24;159,23;19/8/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;21/8/1979;P;18096604;0;Independiente;2964;2000;12;166,67;19/6/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;75000;0,01;1000;230;0
Femenino;Divorciado;16/11/1967;N;18097005;0;--Seleccione Tipo Empleo--;1098;200;5;40;16/9/2013;22.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;18/9/1979;P;18096801;0;Independiente;549;373;12;31,08;15/6/2012;22.44;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;39300;27203,88;1280;1021,83;0
Femenino;Soltero;18/9/1996;S;18096306;2;Independiente;3964;700;12;58,33;30/8/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3000;0;500;280;0
Masculino;Soltero;4/8/1998;P;18015504;0;--Seleccione Tipo Empleo--;4529;2000;24;83,33;23/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;9/9/1989;P;18096606;2;Independiente;1917;300;4;75;16/12/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;12350;26646,4;1674;617,83;0
Femenino;Soltero;15/4/1971;P;18015503;1;Independiente;2352;1000;12;83,33;22/7/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;44500;16196,52;650;853,24;0
Femenino;Casado;6/7/1984;U;18015506;1;Independiente;7494;5000;36;158,81;26/4/2021;17.65;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;19700;3850;1625,5;2754,1;0
Masculino;Soltero;17/10/1991;S;18096605;0;--Seleccione Tipo Empleo--;6653;5000;36;225,63;20/8/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;30/10/1981;P;18096604;1;Independiente;7265;4600;36;175,8;26/2/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;1;790;675;0
